ticker,rv_current,rv_percentile,rv_52w_min,rv_52w_max,rv_20,rv_60,rv_term_structure,atr_pct,atr_pct_percentile,expansion_ratio,expansion_tier,adv_30d,adv_90d,close_price,last_date,cv_30,range_rel_20,volume_spike_180,is_compressed,is_deal_pending,is_straddle_candidate,rank_rv_pct,rank_atr_pct,rank_term_structure,borda_score,borda_rank,name,type,market_cap,next_earnings_date,days_to_earnings
RYN,23.96,50.4,23.78,30.25,21.75,22.03,0.987,2.445,10.32,1.26,INSUFFICIENT,2409741,3023296,20.51,2026-05-26,0.02518,0.0233,8.16,False,False,False,,,,,,Rayonier Inc,Common Stock,6202841600.0,2026-08-05,70.0
DX,21.44,50.66,14.8,24.94,17.17,22.39,0.767,1.952,0.0,1.16,INSUFFICIENT,5228829,6075740,13.0,2026-05-26,0.02113,0.01453,4.77,False,False,False,,,,,,Dynex Capital Inc,Common Stock,2796961792.0,,
VNOM,29.14,50.66,26.57,46.38,29.49,30.61,0.964,2.966,0.79,1.59,INSUFFICIENT,1575740,2753189,45.59,2026-05-26,0.0289,0.02634,8.7,False,False,False,,,,,,Viper Energy Ut,Common Stock,16833262592.0,2026-08-03,68.0
TROW,25.06,50.66,22.19,37.53,18.71,19.4,0.964,2.125,4.76,1.5,INSUFFICIENT,2004174,2269087,103.82,2026-05-26,0.02752,0.0209,5.27,False,False,False,,,,,,T. Rowe Price Group Inc,Common Stock,22245158912.0,2026-07-31,65.0
TRP,19.05,50.66,14.68,25.13,22.12,17.98,1.23,1.759,1.19,1.32,INSUFFICIENT,2382403,2576429,69.53,2026-05-26,0.05432,0.01942,3.48,False,False,False,,,,,,TC Energy Corp,Common Stock,72434049024.0,2026-07-30,64.0
PSKY,58.33,50.79,24.38,86.17,43.62,50.4,0.865,3.602,32.14,1.48,INSUFFICIENT,9406187,11762622,10.37,2026-05-26,0.05627,0.03686,11.0,False,False,False,,,,,,Paramount Skydance Corporation Class B Common Stock,Common Stock,11706551296.0,2026-08-03,68.0
ADT,34.48,51.32,20.19,34.58,33.6,37.27,0.901,2.283,11.9,1.0,INSUFFICIENT,12360834,11899093,6.93,2026-05-26,0.02834,0.02402,13.3,False,False,False,,,,,,ADT Inc,Common Stock,5270620672.0,2026-07-30,64.0
AM,20.62,51.32,17.19,31.55,20.95,20.13,1.04,2.147,1.19,1.53,INSUFFICIENT,2640041,2802157,21.84,2026-05-26,0.02306,0.02233,4.54,False,False,False,,,,,,Antero Midstream Partners LP,Common Stock,10530307072.0,2026-07-29,63.0
DUOL,59.92,51.46,54.34,80.16,53.87,53.25,1.012,5.663,46.83,1.34,INSUFFICIENT,1909192,2431440,106.48,2026-05-26,0.04491,0.05491,11.58,False,False,False,,,,,,Duolingo Inc,Common Stock,4967291904.0,2026-08-05,70.0
CI,27.9,51.59,23.92,45.87,30.13,27.61,1.091,2.712,44.05,1.64,INSUFFICIENT,1684111,1714045,280.83,2026-05-26,0.02648,0.02694,5.88,False,False,False,,,,,,Cigna Corp,Common Stock,74288627712.0,2026-07-30,64.0
BAC,23.66,51.85,17.79,37.49,20.35,20.87,0.975,2.024,6.75,1.58,INSUFFICIENT,33911638,38752134,52.2,2026-05-26,0.02548,0.02013,2.86,False,False,False,,,,,,Bank of America Corp,Common Stock,370442043392.0,2026-07-14,48.0
TGT,31.89,51.85,27.11,43.3,36.51,31.35,1.164,4.055,42.46,1.36,INSUFFICIENT,5616539,5983265,125.43,2026-05-26,0.02721,0.03237,3.28,False,False,False,,,,,,Target Corporation,Common Stock,56967438336.0,2026-08-19,84.0
PUMP,55.47,51.98,52.52,97.15,53.72,54.95,0.978,5.365,50.0,1.75,INSUFFICIENT,5267342,3863424,16.87,2026-05-26,0.07628,0.05796,9.2,False,False,False,,,,,,ProPetro Holding Corp,Common Stock,2077131648.0,2026-07-29,63.0
ONON,47.62,52.38,36.37,63.48,37.1,53.03,0.7,4.001,63.49,1.33,INSUFFICIENT,6414201,6431564,40.32,2026-05-26,0.04413,0.04006,8.79,False,False,False,,,,,,On Holding Ltd,Common Stock,13228190720.0,,
QUBT,97.64,52.78,84.79,149.65,126.36,95.64,1.321,11.8,81.75,1.53,INSUFFICIENT,26508757,17011473,11.68,2026-05-26,0.10843,0.09446,7.81,False,False,False,,,,,,Quantum Computing Inc,Common Stock,2776335872.0,,
TXG,66.37,52.78,57.8,81.24,64.57,66.44,0.972,6.022,52.38,1.22,INSUFFICIENT,2787816,2593665,24.62,2026-05-26,0.06988,0.06373,3.17,False,False,False,,,,,,10X Genomics Inc,Common Stock,3006322688.0,2026-08-06,71.0
PAA,20.86,52.78,15.2,36.19,24.3,22.37,1.086,2.615,1.59,1.74,INSUFFICIENT,3194041,3547515,23.56,2026-05-26,0.04515,0.0247,3.6,False,False,False,,,,,,Plains All American Pipeline LP,Common Stock,17038590976.0,2026-08-07,72.0
MSTR,84.83,52.78,49.41,93.96,64.17,67.03,0.957,6.725,76.59,1.11,INSUFFICIENT,17454509,20039014,159.93,2026-05-26,0.07929,0.05086,3.65,False,False,False,,,,,,MicroStrategy Incorporated,Common Stock,56152944640.0,2026-07-30,64.0
VST,52.22,53.04,38.66,96.42,54.64,52.36,1.043,4.415,39.29,1.85,INSUFFICIENT,5106818,5104436,164.56,2026-05-26,0.05849,0.04016,3.27,False,False,False,,,,,,Vistra Corp.,Common Stock,55574417408.0,2026-08-06,71.0
AEP,19.63,53.04,14.66,23.47,25.21,19.73,1.278,1.925,6.75,1.2,INSUFFICIENT,4023669,3688749,130.9,2026-05-26,0.02053,0.01742,4.9,False,False,False,,,,,,American Electric Power Co Inc,Common Stock,71223345152.0,2026-07-30,64.0
BBY,33.43,53.17,30.75,61.19,33.62,34.77,0.967,2.923,1.59,1.83,INSUFFICIENT,3500294,4328627,63.22,2026-05-26,0.05068,0.0298,4.48,False,False,False,,,,,,Best Buy Co. Inc,Common Stock,13320150016.0,2026-05-28,1.0
LCID,75.36,53.44,58.96,86.3,65.06,68.73,0.947,6.61,42.46,1.15,INSUFFICIENT,21525432,12025302,5.97,2026-05-26,0.11741,0.06183,6.06,False,False,False,,,,,,Lucid Group Inc,Common Stock,2279099648.0,2026-08-04,69.0
BG,26.78,53.57,23.72,38.28,26.11,28.37,0.92,2.824,7.94,1.43,INSUFFICIENT,1606197,1730876,120.1,2026-05-26,0.02128,0.03142,3.37,False,False,False,,,,,,Bunge Global SA,Common Stock,23301574656.0,2026-07-29,63.0
EQR,20.82,53.7,18.05,28.89,21.43,20.09,1.067,1.716,0.79,1.39,INSUFFICIENT,2819645,2685013,66.13,2026-05-26,0.02885,0.01984,2.91,False,False,False,,,,,,Equity Residential,Common Stock,25551044608.0,2026-08-04,69.0
EVRG,17.76,54.1,13.3,20.73,19.86,17.55,1.132,1.931,3.17,1.17,INSUFFICIENT,1967820,2056752,84.11,2026-05-26,0.014,0.01591,2.49,False,False,False,,,,,,"Evergy, Inc.",Common Stock,19349264384.0,,
ELF,64.44,54.1,51.77,93.84,60.13,61.61,0.976,6.011,77.38,1.46,INSUFFICIENT,3348215,2681691,54.13,2026-05-26,0.0958,0.05452,10.37,False,False,False,,,,,,ELF Beauty Inc,Common Stock,3144403968.0,2026-08-05,70.0
DRH,27.06,54.1,21.39,40.27,28.29,26.36,1.073,2.315,2.38,1.49,INSUFFICIENT,1837527,2347174,11.06,2026-05-26,0.02219,0.02462,2.82,False,False,False,,,,,,Diamondrock Hospitality Company Common Stock,Common Stock,2270330624.0,2026-08-06,71.0
BGC,34.37,54.1,21.07,46.08,27.08,29.47,0.919,3.353,85.71,1.34,INSUFFICIENT,3089328,2689237,10.78,2026-05-26,0.01967,0.02912,3.64,False,False,False,,,,,,BGC Group Inc. ,Common Stock,5164230656.0,2026-07-30,64.0
ILMN,42.53,54.37,37.25,56.8,42.18,38.21,1.104,3.574,40.87,1.34,INSUFFICIENT,1586782,1844877,145.22,2026-05-26,0.0527,0.04044,4.15,False,False,False,,,,,,Illumina Inc,Common Stock,21972543488.0,2026-07-30,64.0
BB,57.22,54.5,37.88,66.09,74.67,64.67,1.155,6.099,88.1,1.16,INSUFFICIENT,26664748,14166160,8.42,2026-05-26,0.15889,0.07451,6.8,False,False,False,,,,,,BlackBerry Ltd,Common Stock,4943428096.0,2026-06-25,29.0
SYF,32.85,54.63,24.01,53.81,27.59,26.63,1.036,2.597,17.06,1.64,INSUFFICIENT,3965823,4387379,71.9,2026-05-26,0.03546,0.02312,2.89,False,False,False,,,,,,Synchrony Financial,Common Stock,24161474560.0,2026-07-21,55.0
PK,31.83,54.89,28.27,47.19,30.82,31.13,0.99,2.782,0.0,1.48,INSUFFICIENT,4495362,4108168,12.0,2026-05-26,0.02249,0.02954,2.51,False,False,False,,,,,,Park Hotels & Resorts Inc,Common Stock,2369022208.0,,
HST,25.22,55.03,21.0,39.25,22.91,25.06,0.914,2.395,8.73,1.56,INSUFFICIENT,7951170,8852047,23.11,2026-05-26,0.02814,0.02057,4.81,False,False,False,,,,,,Host Hotels & Resorts Inc,Common Stock,16032939008.0,2026-07-29,63.0
ZETA,66.01,55.03,61.41,78.86,58.94,58.8,1.002,5.108,29.76,1.19,INSUFFICIENT,8619340,8408188,19.65,2026-05-26,0.04923,0.05253,3.05,False,False,False,,,,,,Zeta Global Holdings Corp,Common Stock,4683550720.0,2026-08-04,69.0
TD,18.88,55.16,12.13,19.14,19.21,18.89,1.017,1.568,5.95,1.01,INSUFFICIENT,1710781,2282885,112.56,2026-05-26,0.02148,0.0147,3.92,False,False,False,,,,,,Toronto Dominion Bank,Common Stock,188730556416.0,,
CUBE,23.62,55.16,19.99,29.11,25.08,24.28,1.033,2.238,5.95,1.23,INSUFFICIENT,2107195,2309274,39.96,2026-05-26,0.01549,0.02206,2.59,False,False,False,,,,,,CubeSmart,Common Stock,9095228416.0,2026-07-30,64.0
NLY,22.25,55.42,15.31,28.95,15.51,22.72,0.683,1.588,1.98,1.3,INSUFFICIENT,5312960,7121750,21.61,2026-05-26,0.02154,0.01437,4.71,False,False,False,,,,,,"Annaly Capital Management, Inc.",Common Stock,15835295744.0,2026-07-22,56.0
CMG,33.72,55.56,32.3,50.59,31.9,33.03,0.966,3.232,60.71,1.5,INSUFFICIENT,16467798,16745377,32.31,2026-05-26,0.03737,0.03138,6.54,False,False,False,,,,,,Chipotle Mexican Grill Inc,Common Stock,41445134336.0,2026-07-29,63.0
JPM,23.36,56.08,16.22,33.02,20.93,20.85,1.004,2.025,5.16,1.41,INSUFFICIENT,8116585,9842243,306.74,2026-05-26,0.01796,0.01826,3.03,False,False,False,,,,,,JPMorgan Chase & Co,Common Stock,821913255936.0,2026-07-14,48.0
SCHW,29.75,56.08,15.77,32.76,20.93,27.03,0.774,2.399,46.83,1.1,INSUFFICIENT,11233898,11040653,89.4,2026-05-26,0.02729,0.02258,4.55,False,False,False,,,,,,Charles Schwab Corp,Common Stock,155478720512.0,2026-07-16,50.0
CMBT,40.68,56.61,36.6,47.24,47.42,42.91,1.105,3.582,20.24,1.16,INSUFFICIENT,1771399,1876003,16.42,2026-05-26,0.0971,0.02866,3.98,False,False,False,,,,,,CMB.TECH NV,Common Stock,4871950336.0,,
XLU,16.54,56.61,11.94,20.88,17.67,16.78,1.053,1.433,0.4,1.26,INSUFFICIENT,20535848,25585438,45.33,2026-05-26,0.0179,0.01392,2.74,False,False,False,,,,,,Utilities Select Sector SPDR® Fund,ETF,12105134080.0,,
CIG,32.87,56.75,25.21,34.16,31.72,33.57,0.945,3.3,0.0,1.04,INSUFFICIENT,5493346,6190259,2.19,2026-05-26,0.064,0.02463,3.79,False,False,False,,,,,,Companhia Energetica de Minas Gerais CEMIG Pref ADR,Common Stock,6322107392.0,,
TNGX,90.75,57.41,67.08,139.21,102.3,101.27,1.01,9.356,82.14,1.53,INSUFFICIENT,3086080,3219931,20.04,2026-05-26,0.09742,0.08282,13.28,False,False,False,,,,,,Tango Therapeutics Inc,Common Stock,2879941376.0,,
HESM,22.01,57.41,16.79,34.24,31.35,23.92,1.31,2.487,0.4,1.56,INSUFFICIENT,2687464,1883019,39.56,2026-05-26,0.03749,0.02489,4.5,False,False,False,,,,,,Hess Midstream Partners LP,Common Stock,8240571392.0,2026-07-29,63.0
VSCO,61.91,57.67,52.76,89.4,58.73,64.17,0.915,5.408,51.98,1.44,INSUFFICIENT,1897387,2175332,55.92,2026-05-26,0.06438,0.0548,5.93,False,False,False,,,,,,Victoria's Secret & Co,Common Stock,4165876224.0,2026-06-02,6.0
ISRG,29.39,57.8,22.61,44.14,35.34,31.76,1.112,3.007,86.51,1.5,INSUFFICIENT,2334824,2055387,436.64,2026-05-26,0.03781,0.0281,4.31,False,False,False,,,,,,Intuitive Surgical Inc,Common Stock,154641678336.0,2026-07-21,55.0
RLAY,72.7,58.73,58.69,86.08,70.89,71.62,0.99,7.122,75.0,1.18,INSUFFICIENT,3967469,3184602,14.17,2026-05-26,0.10921,0.07799,8.57,False,False,False,,,,,,Relay Therapeutics Inc,Common Stock,2902223360.0,2026-08-06,71.0
FITB,29.68,58.73,19.09,36.36,23.85,25.67,0.929,2.03,0.0,1.23,INSUFFICIENT,5651759,10314243,49.82,2026-05-26,0.02265,0.01985,14.28,False,False,False,,,,,,Fifth Third Bancorp,Common Stock,45152440320.0,2026-07-17,51.0
D,23.6,58.86,16.58,29.7,37.52,25.68,1.461,2.339,25.79,1.26,INSUFFICIENT,7014824,5788145,67.28,2026-05-26,0.03559,0.01966,8.13,False,False,False,,,,,,Dominion Energy Inc,Common Stock,59173601280.0,2026-07-30,64.0
ET,17.4,58.99,13.83,38.46,23.12,17.87,1.294,2.198,0.0,2.21,LOW,14749299,15988135,19.6,2026-05-26,0.03396,0.02169,2.95,False,False,False,,,,,,Energy Transfer LP,Common Stock,69064065024.0,2026-08-05,70.0
EXEL,35.4,59.13,31.67,56.43,47.4,39.15,1.211,3.624,71.83,1.59,INSUFFICIENT,2708108,2733697,49.98,2026-05-26,0.05494,0.03071,3.93,False,False,False,,,,,,Exelixis Inc,Common Stock,12562726912.0,2026-08-04,69.0
ED,17.29,59.39,14.74,25.69,18.62,16.78,1.109,1.891,0.0,1.49,INSUFFICIENT,2081783,2184623,107.7,2026-05-26,0.01445,0.01843,4.17,False,False,False,,,,,,Consolidated Edison Inc,Common Stock,39690645504.0,2026-08-06,71.0
ARR,27.73,59.39,19.74,32.3,21.91,29.21,0.75,2.217,1.59,1.16,INSUFFICIENT,3105045,3323708,16.92,2026-05-26,0.01859,0.01707,2.81,False,False,False,,,,,,ARMOUR Residential REIT Inc,Common Stock,2098860288.0,,
COIN,79.45,59.79,57.0,89.35,66.9,68.99,0.97,7.457,91.67,1.12,INSUFFICIENT,10071471,11754905,180.01,2026-05-26,0.04512,0.05838,3.43,False,False,False,,,,,,Coinbase Global Inc,Common Stock,48737607680.0,2026-07-30,64.0
NE,40.99,59.79,39.04,64.4,34.61,36.0,0.961,3.501,5.16,1.57,INSUFFICIENT,1560003,1914645,50.02,2026-05-26,0.04436,0.03561,14.97,False,False,False,,,,,,Noble Corporation plc,Common Stock,8296389632.0,2026-07-30,64.0
SEI,72.79,59.92,68.91,126.25,53.13,64.95,0.818,6.359,21.83,1.73,INSUFFICIENT,2408519,2736513,75.37,2026-05-26,0.05746,0.06912,4.63,False,False,False,,,,,,"Solaris Energy Infrastructure, Inc.",Common Stock,7040097792.0,2026-07-23,57.0
WTRG,22.37,60.05,16.79,26.39,18.57,22.97,0.808,1.996,0.0,1.18,INSUFFICIENT,2093819,2362921,37.15,2026-05-26,0.02411,0.02181,15.52,False,False,False,,,,,,Essential Utilities Inc,Common Stock,10619218944.0,2026-07-30,64.0
S,51.81,60.45,41.69,54.64,43.3,50.22,0.862,4.425,66.27,1.05,INSUFFICIENT,7114883,8191956,18.56,2026-05-26,0.1034,0.04402,5.35,False,False,False,,,,,,SentinelOne Inc,Common Stock,6389130240.0,2026-05-28,1.0
CHWY,52.09,60.58,32.59,52.68,51.15,52.24,0.979,5.133,90.08,1.01,INSUFFICIENT,8305697,8400631,21.25,2026-05-26,0.10853,0.04571,4.95,False,False,False,,,,,,Chewy Inc,Common Stock,8478231040.0,2026-06-10,14.0
OHI,21.34,60.58,15.46,25.37,17.11,18.71,0.914,1.856,0.0,1.19,INSUFFICIENT,2319944,2117293,48.34,2026-05-26,0.02538,0.01896,2.29,False,False,False,,,,,,Omega Healthcare Investors Inc,Common Stock,15072237568.0,2026-07-30,64.0
AES,40.95,60.71,29.41,63.33,5.42,40.59,0.134,0.65,0.79,1.55,INSUFFICIENT,11345984,12739981,14.67,2026-05-26,0.01015,0.00569,9.09,False,False,False,,,,,,The AES Corporation,Common Stock,10462023680.0,2026-07-30,64.0
BA,33.15,60.71,25.96,49.67,35.56,37.69,0.943,3.327,90.87,1.5,INSUFFICIENT,6891044,7037449,218.9,2026-05-26,0.0298,0.02757,3.28,False,False,False,,,,,,The Boeing Company,Common Stock,172559384576.0,2026-07-28,62.0
CNX,31.05,60.71,25.2,34.91,28.28,25.94,1.09,2.869,29.76,1.12,INSUFFICIENT,1818826,2208817,34.73,2026-05-26,0.03879,0.02675,3.67,False,False,False,,,,,,CNX Resources Corp,Common Stock,4913517056.0,2026-07-23,57.0
PCT,91.07,60.85,59.0,99.06,103.73,83.63,1.24,8.786,84.52,1.09,INSUFFICIENT,4662769,4569186,12.27,2026-05-26,0.24729,0.07673,6.05,False,False,False,,,,,,Purecycle Technologies Holdings Corp,Common Stock,2047375360.0,,
DNLI,62.09,61.11,48.96,76.82,53.49,61.4,0.871,5.256,46.43,1.24,INSUFFICIENT,1734409,1773839,19.38,2026-05-26,0.04307,0.05181,3.88,False,False,False,,,,,,Denali Therapeutics Inc,Common Stock,3075794688.0,2026-08-10,75.0
SBUX,30.32,61.11,25.44,45.02,33.52,31.38,1.068,2.707,12.3,1.48,INSUFFICIENT,7524136,8588677,101.42,2026-05-26,0.03506,0.0254,3.02,False,False,False,,,,,,Starbucks Corporation,Common Stock,115588366336.0,2026-07-28,62.0
AEG,26.44,61.24,20.18,38.63,24.16,24.4,0.99,1.766,29.37,1.46,INSUFFICIENT,4587761,5640373,8.73,2026-05-26,0.02751,0.01314,2.84,False,False,False,,,,,,Aegon NV ADR,Common Stock,13022843904.0,2026-08-20,85.0
LNC,38.51,61.24,25.71,50.72,30.04,29.84,1.007,3.353,7.94,1.32,INSUFFICIENT,1759311,2149896,35.78,2026-05-26,0.03112,0.03147,4.14,False,False,False,,,,,,Lincoln National Corporation,Common Stock,6841608192.0,2026-07-30,64.0
LUNR,123.04,61.51,67.65,132.59,115.36,112.29,1.027,13.88,98.41,1.08,INSUFFICIENT,14425776,13162466,34.86,2026-05-26,0.15048,0.12298,5.35,False,False,False,,,,,,Intuitive Machines Inc. ,Common Stock,5593367552.0,2026-08-06,71.0
HBAN,29.9,61.51,20.68,39.85,25.95,23.57,1.101,2.146,0.4,1.33,INSUFFICIENT,20741710,29787049,16.06,2026-05-26,0.03082,0.02118,8.16,False,False,False,,,,,,Huntington Bancshares Incorporated,Common Stock,32555716608.0,2026-07-23,57.0
BROS,54.38,61.51,41.55,76.7,55.79,54.08,1.032,5.311,78.17,1.41,INSUFFICIENT,4565999,4936266,53.57,2026-05-26,0.04908,0.04489,6.49,False,False,False,,,,,,Dutch Bros Inc,Common Stock,9190093824.0,2026-08-05,70.0
P,57.88,61.77,38.91,83.91,65.17,50.59,1.288,6.11,86.9,1.45,INSUFFICIENT,2966643,3167821,88.35,2026-05-26,0.0911,0.05156,7.37,False,False,False,,,,,,"Everpure, Inc.",Common Stock,28963706880.0,2026-05-27,0.0
DOCU,48.04,61.9,41.3,62.05,39.3,42.1,0.934,4.36,61.9,1.29,INSUFFICIENT,2980987,4468013,49.32,2026-05-26,0.03297,0.04039,5.26,False,False,False,,,,,,DocuSign Inc,Common Stock,9623251968.0,2026-06-04,8.0
SNAP,63.73,61.9,45.58,74.47,39.73,63.24,0.628,6.016,80.56,1.17,INSUFFICIENT,49545396,52170136,5.75,2026-05-26,0.04132,0.0527,5.83,False,False,False,,,,,,Snap Inc,Common Stock,9628104704.0,2026-08-04,69.0
QXO,66.58,62.3,41.16,71.56,57.76,65.74,0.879,6.177,92.46,1.07,INSUFFICIENT,17686254,11065234,17.16,2026-05-26,0.13242,0.05241,7.14,False,False,False,,,,,,"QXO, Inc.",Common Stock,12444945408.0,2026-08-13,78.0
DLTR,37.85,62.57,30.46,56.52,35.33,39.42,0.896,4.349,96.03,1.49,INSUFFICIENT,3673235,3318358,93.7,2026-05-26,0.05514,0.03916,2.63,False,False,False,,,,,,Dollar Tree Inc,Common Stock,18245769216.0,,
INVH,22.4,62.83,16.64,24.74,21.79,21.11,1.032,1.817,3.57,1.1,INSUFFICIENT,5276106,6242848,29.4,2026-05-26,0.03386,0.01954,5.86,False,False,False,,,,,,Invitation Homes Inc,Common Stock,17527207936.0,2026-07-29,63.0
ABBV,24.82,62.96,18.63,32.23,24.02,24.6,0.976,2.356,1.19,1.3,INSUFFICIENT,6307747,6868009,213.12,2026-05-26,0.02423,0.02514,4.89,False,False,False,,,,,,AbbVie Inc,Common Stock,376538890240.0,2026-07-30,64.0
UDR,21.46,62.96,17.11,29.03,19.68,19.66,1.001,1.613,0.0,1.35,INSUFFICIENT,3724984,4050507,38.03,2026-05-26,0.03287,0.01893,3.33,False,False,False,,,,,,UDR Inc,Common Stock,14090710016.0,2026-07-29,63.0
FRO,44.48,63.1,33.44,60.2,35.14,47.53,0.739,4.069,5.56,1.35,INSUFFICIENT,2840267,3577921,36.57,2026-05-26,0.03566,0.034,3.57,False,False,False,,,,,,Frontline Ltd,Common Stock,8141319168.0,,
RARE,51.41,63.1,40.19,110.79,42.45,49.73,0.854,5.224,78.17,2.16,LOW,1652923,2021109,23.14,2026-05-26,0.04216,0.04456,13.09,False,False,False,,,,,,Ultragenyx,Common Stock,2279040512.0,2026-08-04,69.0
TVTX,73.44,63.36,57.52,82.38,41.1,80.93,0.508,4.449,21.03,1.12,INSUFFICIENT,2832767,1957501,44.29,2026-05-26,0.04304,0.04866,12.09,False,False,False,,,,,,Travere Therapeutics Inc,Common Stock,4131674880.0,2026-08-06,71.0
SU,27.55,63.49,17.69,37.75,39.48,30.2,1.308,2.975,45.63,1.37,INSUFFICIENT,3330777,4713300,65.56,2026-05-26,0.03697,0.02641,4.4,False,False,False,,,,,,Suncor Energy Inc,Common Stock,77409656832.0,2026-08-04,69.0
DHI,34.8,63.62,32.51,44.97,37.06,36.15,1.025,3.067,29.76,1.29,INSUFFICIENT,2399169,2761176,145.6,2026-05-26,0.05247,0.02983,3.05,False,False,False,,,,,,DR Horton Inc,Common Stock,41289195520.0,2026-07-21,55.0
WFC,29.46,63.62,22.69,37.24,26.5,27.81,0.953,2.379,6.35,1.26,INSUFFICIENT,18050310,17338619,77.52,2026-05-26,0.03673,0.02179,2.71,False,False,False,,,,,,Wells Fargo & Company,Common Stock,237225869312.0,2026-07-14,48.0
CNTA,69.94,63.76,43.25,74.86,2.33,81.87,0.028,0.271,0.0,1.07,INSUFFICIENT,1774892,2258774,39.78,2026-05-26,0.00266,0.00323,41.09,False,True,False,,,,,,Centessa Pharmaceuticals PLC ADR,Common Stock,6150476288.0,,
PHM,33.15,63.76,27.4,41.79,35.65,34.03,1.048,2.936,34.13,1.26,INSUFFICIENT,1871269,1871964,117.84,2026-05-26,0.04847,0.02991,3.23,False,False,False,,,,,,PulteGroup Inc,Common Stock,22446911488.0,2026-07-22,56.0
XLY,19.63,63.76,15.53,33.34,15.48,21.11,0.733,1.616,15.08,1.7,INSUFFICIENT,7693258,9981107,119.45,2026-05-26,0.01074,0.01386,2.59,False,False,False,,,,,,Consumer Discretionary Select Sector SPDR® Fund,ETF,24516581376.0,,
GM,35.38,63.89,29.5,41.39,37.25,32.63,1.142,3.116,78.57,1.17,INSUFFICIENT,6695485,7674470,79.79,2026-05-26,0.02596,0.02953,5.61,False,False,False,,,,,,General Motors Company,Common Stock,71943864320.0,2026-07-21,55.0
NEXT,69.23,64.15,51.81,84.18,63.97,74.64,0.857,5.783,59.52,1.22,INSUFFICIENT,3299101,4123593,8.37,2026-05-26,0.08124,0.05827,6.25,False,False,False,,,,,,Nextdecade Corp,Common Stock,2216666368.0,,
ESTC,60.12,64.29,37.1,66.15,45.7,47.6,0.96,4.83,65.87,1.1,INSUFFICIENT,1715595,2070678,54.41,2026-05-26,0.05673,0.04424,5.35,False,False,False,,,,,,Elastic NV,Common Stock,5672890368.0,2026-05-28,1.0
CENX,67.02,64.29,48.63,87.26,61.48,64.21,0.958,6.166,65.87,1.3,INSUFFICIENT,1508077,2148377,66.88,2026-05-26,0.04331,0.05661,5.14,False,False,False,,,,,,Century Aluminum Company,Common Stock,6619383808.0,2026-08-06,71.0
GMAB,34.89,64.42,30.38,45.15,35.63,34.31,1.038,3.233,86.9,1.29,INSUFFICIENT,2023692,1827863,26.89,2026-05-26,0.0312,0.02633,4.01,False,False,False,,,,,,Genmab AS,Common Stock,16496407552.0,2026-08-06,71.0
LFST,52.96,64.42,31.66,65.44,92.21,59.2,1.558,5.42,92.46,1.24,INSUFFICIENT,5863867,3429825,7.57,2026-05-26,0.06784,0.03861,20.73,False,False,False,,,,,,Lifestance Health Group Inc,Common Stock,2821756416.0,2026-08-06,71.0
MET,25.42,64.55,19.45,37.78,18.88,21.41,0.882,2.279,2.78,1.49,INSUFFICIENT,3262803,3770928,83.27,2026-05-26,0.03015,0.0218,2.69,False,False,False,,,,,,MetLife Inc,Common Stock,53578981376.0,2026-08-10,75.0
AWK,22.85,64.55,18.25,30.58,17.42,21.45,0.812,1.984,0.0,1.34,INSUFFICIENT,1798479,1835019,123.85,2026-05-26,0.02578,0.02222,3.29,False,False,False,,,,,,American Water Works,Common Stock,24185493504.0,2026-07-29,63.0
MRNA,65.59,64.68,50.24,79.29,62.0,62.76,0.988,7.421,86.51,1.21,INSUFFICIENT,7260857,9080297,47.03,2026-05-26,0.06632,0.06437,5.44,False,False,False,,,,,,Moderna Inc,Common Stock,18660857856.0,2026-07-31,65.0
GNTX,25.94,64.95,22.9,38.39,25.52,24.94,1.023,2.379,14.29,1.48,INSUFFICIENT,2217826,2226592,23.93,2026-05-26,0.02445,0.0241,5.25,False,False,False,,,,,,Gentex Corporation,Common Stock,5095937536.0,2026-07-24,58.0
AGNC,24.67,65.21,15.2,28.32,19.35,25.61,0.756,1.596,1.59,1.15,INSUFFICIENT,15096580,19337290,10.43,2026-05-26,0.02345,0.01494,2.82,False,False,False,,,,,,AGNC Investment Corp.,Common Stock,11972901888.0,,
LEVI,38.37,65.34,30.41,56.52,32.46,38.75,0.838,3.027,6.35,1.47,INSUFFICIENT,2794860,2816515,23.04,2026-05-26,0.02988,0.02999,6.88,False,False,False,,,,,,Levi Strauss & Co Class A,Common Stock,8468809728.0,2026-06-24,28.0
MCHP,43.45,65.48,35.06,82.42,46.34,46.14,1.004,4.445,52.78,1.9,INSUFFICIENT,11039017,9849878,98.05,2026-05-26,0.08961,0.04095,2.78,False,False,False,,,,,,Microchip Technology Inc,Common Stock,53150875648.0,2026-08-06,71.0
AAP,56.1,65.48,46.69,99.96,79.61,56.72,1.404,6.524,88.49,1.78,INSUFFICIENT,1916471,1859365,55.13,2026-05-26,0.06337,0.0529,5.42,False,False,False,,,,,,Advance Auto Parts Inc,Common Stock,3325949184.0,2026-08-13,78.0
RSP,12.64,65.61,10.18,24.68,10.86,13.05,0.832,0.982,3.57,1.95,INSUFFICIENT,9707868,15616526,207.64,2026-05-26,0.00886,0.00947,4.06,False,False,False,,,,,,Invesco S&P 500® Equal Weight ETF,ETF,24772591616.0,,
